A_f,B_f,C_f,D_f,E_f,F_f,G_f,customer_ID
0,0,3,3,0,1,2,10048048
1,1,3,3,0,2,2,10048051
1,0,3,3,1,2,4,10048052
1,0,1,1,0,2,1,10048053
2,1,2,3,1,2,3,10048054
1,1,4,3,1,2,4,10048056
2,0,1,3,0,2,2,10048059
1,0,2,2,1,2,1,10048061
1,0,2,3,0,1,2,10048065
0,0,1,1,0,0,1,10048066
1,1,1,3,1,2,2,10048072
1,1,3,3,1,2,1,10048073
2,0,3,3,0,0,1,10048074
1,0,1,3,1,2,1,10048075
2,0,4,3,1,3,1,10048076
0,0,1,1,0,0,2,10048079
1,1,3,3,1,0,3,10048082
1,1,1,1,1,2,4,10048091
0,0,3,3,0,0,4,10048092
1,1,3,2,1,1,1,10048095
0,0,3,3,0,0,2,10048096
1,1,3,3,1,1,2,10048097
0,1,2,3,0,2,1,10048098
1,1,3,3,1,2,4,10048101
2,1,1,1,0,2,2,10048105
1,1,1,3,1,2,3,10048106
1,0,3,2,1,1,3,10048109
1,1,1,3,1,1,2,10048110
1,0,2,2,0,2,2,10048114
0,1,1,1,0,0,2,10048115
1,0,3,3,0,0,2,10048118
1,1,1,2,1,2,3,10048124
1,1,3,3,1,2,3,10048126
1,1,3,2,1,0,2,10048128
0,0,1,1,0,0,1,10048132
0,0,1,1,0,0,2,10048133
1,0,1,1,1,2,1,10048137
2,0,3,3,1,2,3,10048140
1,1,1,1,1,1,3,10048141
1,0,2,3,1,0,3,10048144
1,0,4,3,0,1,4,10048146
1,0,3,2,0,2,3,10048147
2,1,2,3,1,0,2,10048151
1,1,3,3,1,1,2,10048155
2,1,3,3,1,1,3,10048158
1,0,2,2,1,0,2,10048160
1,1,4,3,1,1,4,10048169
1,1,2,2,1,2,3,10048170
1,1,1,2,1,2,2,10048175
1,0,3,3,1,0,2,10048182
1,1,3,3,1,0,2,10048183
1,1,2,2,1,1,2,10048184
0,0,2,3,0,0,1,10048187
2,0,3,3,0,1,3,10048192
1,0,3,3,0,2,2,10048193
2,1,3,3,1,2,2,10048195
1,1,2,2,1,2,3,10048201
1,1,3,3,1,1,3,10048207
1,0,2,3,0,2,2,10048214
1,1,4,3,1,0,2,10048216
0,0,2,2,1,0,3,10048218
1,1,3,3,0,2,2,10048219
1,0,1,1,0,2,2,10048221
1,1,4,3,1,0,2,10048227
2,1,1,3,0,2,3,10048232
1,1,2,3,1,1,1,10048236
2,1,4,3,1,0,2,10048238
0,1,3,3,0,0,1,10048242
1,0,3,3,0,2,2,10048244
1,1,3,3,1,2,4,10048245
1,0,1,3,0,2,1,10048254
1,0,3,3,0,1,3,10048256
0,0,1,1,0,0,1,10048258
1,1,1,1,0,2,1,10048262
2,1,3,3,0,2,3,10048263
1,1,2,3,1,1,2,10048267
1,1,3,3,1,0,2,10048268
2,1,3,3,0,1,3,10048271
1,0,4,3,0,1,1,10048279
1,0,3,3,0,0,2,10048280
1,1,3,2,1,1,4,10048281
1,0,2,2,0,2,4,10048282
2,0,4,3,1,1,3,10048284
0,1,1,2,0,0,3,10048285
2,1,3,3,1,2,3,10048286
1,0,4,3,0,0,4,10048290
1,0,1,1,1,2,1,10048298
1,1,2,3,1,2,2,10048299
0,0,2,2,0,0,2,10048301
0,0,3,3,0,0,2,10048302
1,0,3,3,0,0,2,10048305
1,1,3,3,1,1,3,10048307
1,1,3,2,0,2,2,10048309
1,0,1,1,0,2,3,10048310
1,0,1,1,0,2,3,10048311
1,0,3,3,0,1,2,10048313
0,1,1,2,0,0,3,10048319
1,0,3,3,0,2,4,10048322
1,1,3,3,1,2,3,10048323
1,1,3,3,1,0,2,10048324
1,1,1,2,0,2,1,10048333
1,0,2,2,0,2,2,10048336
1,1,3,3,0,2,1,10048339
1,0,1,1,0,2,2,10048345
0,0,3,3,0,0,2,10048347
2,1,2,2,1,0,2,10048350
1,0,3,2,0,2,2,10048358
0,0,3,3,0,0,2,10048361
1,0,3,3,1,2,3,10048367
1,0,2,2,0,2,4,10048374
1,0,3,3,0,2,3,10048377
2,0,4,3,0,2,3,10048383
1,1,1,3,1,2,3,10048386
1,1,4,3,1,1,3,10048389
1,1,4,3,1,1,3,10048400
0,1,3,2,1,1,2,10048401
1,1,1,3,0,2,3,10048402
1,0,3,3,0,2,3,10048403
0,0,1,1,0,0,3,10048411
1,1,4,3,1,0,2,10048416
1,1,3,3,1,1,3,10048425
1,1,2,3,0,1,2,10048426
1,1,3,3,0,2,2,10048431
1,0,3,3,1,2,1,10048440
2,0,3,3,1,0,2,10048441
1,0,3,2,0,1,4,10048442
2,0,1,1,0,3,2,10048443
0,0,2,3,0,0,2,10048446
1,1,2,2,1,2,1,10048453
0,0,1,1,0,0,1,10048455
1,1,2,3,1,2,2,10048456
2,1,1,1,1,2,2,10048457
1,0,1,2,1,1,2,10048461
1,1,3,3,1,2,3,10048467
1,1,3,3,0,1,3,10048470
1,1,1,1,1,2,3,10048472
1,0,3,3,0,2,3,10048474
1,1,1,3,0,2,3,10048475
1,0,3,3,1,1,3,10048476
1,1,2,3,1,2,2,10048484
2,1,1,2,1,2,2,10048488
1,0,3,3,0,2,1,10048496
1,0,3,3,1,2,2,10048500
0,0,1,1,0,0,1,10048504
1,0,2,3,1,2,3,10048509
1,0,2,3,1,2,2,10048516
2,0,1,1,0,0,2,10048519
1,0,2,2,1,2,2,10048520
1,0,3,3,0,1,1,10048521
0,1,3,3,0,0,4,10048525
2,0,1,2,0,3,1,10048535
1,0,3,3,1,2,3,10048536
1,0,2,3,0,1,2,10048537
1,0,2,2,0,2,1,10048543
1,1,1,1,0,2,3,10048544
1,1,2,3,1,2,2,10048546
1,1,4,3,1,2,3,10048554
1,0,1,2,0,1,3,10048555
0,1,1,3,0,0,2,10048558
2,0,4,3,0,0,1,10048559
0,0,2,2,0,0,4,10048561
2,1,4,3,1,3,2,10048562
0,0,1,1,0,0,3,10048563
1,0,3,3,0,0,2,10048567
1,1,2,2,1,1,3,10048571
2,0,4,3,0,1,3,10048572
1,1,4,3,1,1,4,10048573
1,1,2,3,1,2,2,10048574
1,0,3,3,0,2,2,10048576
1,0,1,1,1,2,3,10048577
1,0,3,3,0,1,2,10048578
1,1,3,3,1,2,1,10048580
2,0,1,2,0,2,1,10048582
1,1,3,3,1,2,4,10048583
1,0,1,1,0,2,2,10048587
1,0,3,3,0,2,1,10048589
0,0,1,3,0,0,2,10048590
1,0,2,3,0,2,2,10048592
1,0,3,3,0,2,2,10048593
2,0,1,2,0,3,1,10048594
1,1,3,3,0,1,3,10048595
0,1,2,2,0,0,2,10048597
1,0,2,3,0,2,1,10048599
1,0,2,3,1,2,4,10048601
1,1,2,2,1,1,3,10048602
1,1,3,3,0,2,2,10048603
0,0,1,1,0,0,3,10048604
1,0,4,3,1,0,2,10048610
1,0,1,3,0,2,1,10048613
1,1,3,3,1,1,1,10048620
0,1,3,3,0,0,1,10048622
0,0,2,2,0,0,2,10048623
1,0,3,3,1,1,3,10048626
1,0,3,3,0,2,3,10048627
1,1,3,3,1,2,3,10048628
0,0,1,1,0,0,1,10048629
1,1,3,3,1,1,3,10048632
1,0,3,2,1,2,2,10048633
2,1,1,1,1,3,1,10048637
0,0,3,3,0,0,4,10048638
1,0,3,3,0,2,3,10048641
1,1,3,2,0,0,2,10048644
1,0,3,3,0,2,3,10048647
1,0,3,3,0,2,3,10048651
0,0,3,3,0,0,1,10048654
1,0,1,3,0,0,1,10048661
1,1,1,1,1,2,2,10048662
1,0,2,3,0,2,3,10048663
1,0,3,3,0,1,2,10048664
1,0,2,3,0,2,1,10048665
1,0,3,3,0,1,2,10048668
2,0,1,3,0,1,2,10048674
0,0,1,1,0,0,2,10048675
1,1,1,2,1,2,1,10048680
1,1,4,3,1,2,1,10048681
1,0,3,3,0,2,1,10048683
1,1,3,3,0,2,3,10048684
1,0,3,3,1,0,2,10048686
1,0,3,3,1,0,1,10048690
1,0,4,3,1,1,4,10048691
2,1,1,2,0,0,1,10048693
2,0,3,3,0,3,2,10048695
0,1,1,1,0,0,3,10048696
1,0,1,1,0,2,2,10048700
1,1,4,3,1,2,2,10048701
1,1,2,2,1,1,3,10048707
1,0,3,2,0,0,3,10048710
1,1,4,3,1,2,3,10048711
1,1,2,3,1,1,4,10048713
1,1,2,2,1,1,4,10048716
2,0,1,2,0,2,2,10048719
1,0,2,2,0,2,3,10048723
1,1,2,3,0,2,3,10048724
0,0,1,1,0,0,2,10048729
1,1,1,1,0,2,2,10048731
1,0,3,3,0,2,1,10048732
1,0,2,2,0,2,2,10048735
1,1,3,3,1,2,4,10048737
1,1,4,3,1,1,3,10048741
0,1,3,3,1,0,3,10048743
2,0,1,1,1,3,2,10048746
2,1,1,3,1,1,3,10048747
0,0,4,3,0,0,2,10048748
2,1,1,2,1,3,1,10048749
1,0,3,3,0,2,2,10048750
1,1,3,2,1,1,3,10048751
0,1,3,3,0,2,2,10048753
2,1,2,2,0,3,2,10048755
1,1,1,1,1,2,2,10048758
1,1,1,1,1,1,2,10048759
1,1,3,3,0,2,2,10048760
2,0,3,3,0,0,3,10048765
1,1,3,3,1,0,2,10048766
1,0,1,1,0,2,1,10048768
1,0,2,3,0,2,2,10048776
2,1,1,1,1,3,2,10048779
1,1,3,3,1,2,2,10048780
1,0,1,1,0,1,3,10048781
1,1,1,2,1,1,1,10048785
0,1,2,3,0,0,2,10048787
0,0,1,2,0,0,2,10048789
1,0,3,3,1,1,2,10048791
1,1,3,3,0,2,3,10048792
1,1,3,3,1,0,2,10048795
2,0,2,3,0,2,4,10048798
1,1,1,2,1,1,2,10048802
1,0,3,3,1,2,2,10048808
2,1,4,3,1,0,1,10048814
2,1,1,1,1,2,4,10048819
1,1,2,1,1,2,2,10048821
2,0,1,1,1,0,2,10048822
0,0,1,1,0,0,2,10048824
2,0,3,3,1,2,4,10048828
2,0,4,3,0,0,2,10048830
1,1,3,3,1,2,1,10048834
0,0,3,3,0,0,3,10048835
0,0,1,2,0,0,1,10048837
0,0,3,2,0,0,4,10048840
1,0,1,3,1,2,2,10048843
1,0,3,3,0,1,3,10048845
1,0,3,3,1,2,1,10048846
1,1,3,3,0,2,2,10048851
1,0,3,3,0,2,2,10048853
1,1,1,1,1,2,1,10048854
0,1,2,3,1,2,3,10048857
0,0,1,3,0,0,2,10048859
1,0,3,3,0,2,4,10048862
1,0,3,3,1,0,1,10048864
1,0,3,2,0,2,2,10048865
1,1,2,2,1,2,2,10048867
1,0,2,3,1,2,2,10048871
1,1,3,3,0,2,3,10048874
1,0,4,3,1,1,4,10048876
2,1,4,3,1,2,4,10048879
1,1,3,3,1,2,3,10048880
2,0,3,3,0,3,3,10048886
1,1,3,3,1,1,1,10048890
0,1,2,3,0,1,3,10048892
1,0,1,1,0,2,1,10048893
2,0,3,3,1,0,2,10048897
0,0,3,3,0,0,1,10048898
1,0,1,1,0,2,2,10048899
1,0,3,3,0,2,2,10048904
1,1,3,3,1,1,1,10048906
0,0,3,3,0,0,2,10048912
0,0,2,2,0,0,1,10048917
2,1,4,3,1,0,2,10048918
1,0,2,2,0,1,1,10048919
1,0,2,3,0,2,2,10048921
1,1,3,3,1,1,3,10048924
1,1,3,2,1,1,2,10048925
1,1,1,1,1,2,1,10048930
1,0,3,3,0,0,2,10048931
1,1,2,2,1,2,2,10048932
0,0,2,2,0,1,2,10048933
1,1,3,2,1,1,2,10048936
0,0,4,3,0,0,3,10048937
0,1,1,3,0,0,2,10048942
1,1,4,3,1,1,4,10048943
1,0,1,1,0,2,2,10048946
1,1,3,3,1,2,3,10048948
1,0,2,2,0,2,1,10048951
0,0,3,3,0,0,1,10048955
1,0,3,3,0,0,2,10048956
1,1,3,3,1,1,3,10048958
2,0,2,3,0,1,2,10048959
1,1,1,2,1,2,3,10048960
1,0,2,3,0,2,2,10048963
1,0,1,1,1,2,4,10048965
1,1,3,3,0,2,3,10048968
1,0,3,3,0,1,3,10048971
1,1,2,2,1,1,3,10048972
1,0,1,3,1,2,3,10048973
1,0,3,3,0,1,4,10048974
2,0,1,2,0,3,2,10048976
1,1,3,3,1,2,2,10048979
1,1,3,3,0,0,2,10048980
1,1,1,3,1,2,1,10048983
1,1,2,3,1,2,1,10048984
1,1,3,3,1,1,2,10048985
1,0,3,3,0,2,3,10048989
0,0,1,2,0,0,2,10048990
1,1,1,2,1,1,3,10048991
0,0,2,2,0,0,2,10048995
2,1,3,3,1,3,3,10048997
1,0,2,2,0,0,2,10049010
1,0,3,3,0,2,3,10049013
1,0,3,3,0,2,2,10049014
1,1,3,3,0,1,2,10049016
1,0,1,3,0,2,3,10049017
1,1,1,1,1,1,1,10049018
0,1,1,3,0,0,1,10049019
0,0,1,3,0,0,2,10049022
1,1,1,1,0,1,2,10049023
2,0,2,2,1,2,1,10049027
1,0,3,3,1,2,3,10049028
1,1,4,3,1,2,2,10049030
2,0,3,3,0,3,1,10049032
1,1,4,3,1,2,3,10049035
1,0,1,1,0,2,2,10049036
2,1,3,3,1,0,1,10049038
1,0,3,3,1,1,3,10049041
2,0,3,3,1,2,3,10049042
0,1,1,1,0,0,1,10049045
1,0,3,3,0,2,3,10049050
2,0,3,3,0,2,2,10049052
1,1,2,2,1,1,2,10049057
2,1,3,3,1,0,2,10049061
1,1,4,3,1,2,4,10049065
1,0,3,3,0,0,2,10049068
0,0,3,3,0,0,2,10049073
0,1,3,3,0,0,3,10049074
2,1,1,3,1,3,3,10049075
0,0,2,3,0,0,2,10049076
0,0,3,3,0,0,2,10049077
1,0,3,3,0,0,3,10049080
0,1,2,2,0,0,3,10049082
0,1,1,1,0,0,4,10049085
2,0,2,1,0,2,1,10049086
1,0,3,3,0,2,3,10049090
1,0,3,3,1,0,2,10049092
0,0,4,3,0,0,3,10049095
1,0,1,2,0,1,3,10049098
1,1,3,3,1,1,1,10049103
1,1,1,2,1,2,2,10049104
1,1,3,3,1,1,3,10049108
0,0,3,3,0,0,1,10049111
2,0,3,3,1,0,2,10049114
0,0,3,3,0,0,3,10049116
1,0,3,3,1,2,3,10049118
1,0,3,2,1,2,4,10049121
1,1,2,2,1,1,2,10049123
1,1,4,3,0,1,2,10049124
0,0,3,3,0,0,3,10049131
1,1,2,2,0,2,1,10049134
1,0,1,3,1,2,3,10049140
1,1,3,3,1,1,4,10049145
1,1,1,3,1,2,3,10049149
0,0,2,3,0,0,2,10049152
1,1,2,2,1,2,4,10049153
1,0,2,3,0,1,4,10049158
0,0,2,3,0,1,3,10049159
1,0,3,3,0,2,3,10049161
1,1,3,3,0,1,2,10049164
0,0,2,1,0,0,3,10049165
1,1,3,3,1,2,3,10049166
1,1,3,3,1,2,3,10049167
0,0,2,2,0,0,2,10049168
1,0,2,2,1,2,4,10049174
2,1,2,3,0,3,2,10049175
0,0,3,2,0,0,1,10049178
0,0,1,1,0,0,3,10049180
2,0,3,3,1,0,4,10049183
2,0,3,3,0,3,3,10049186
2,0,3,3,1,3,3,10049187
1,0,2,2,1,2,4,10049188
1,0,1,2,0,1,3,10049189
0,1,1,3,0,0,2,10049192
1,0,3,3,1,1,3,10049195
2,0,1,1,0,3,3,10049198
2,1,2,3,1,1,4,10049199
0,1,1,2,0,0,1,10049201
1,0,4,3,0,2,2,10049212
1,0,3,3,0,0,2,10049213
0,1,1,1,0,0,2,10049214
0,0,1,3,0,0,3,10049216
1,0,2,2,0,1,2,10049218
1,1,3,3,1,0,2,10049222
2,1,4,3,1,1,3,10049223
1,1,3,3,1,0,2,10049224
0,0,3,3,0,0,2,10049232
0,0,1,3,0,0,3,10049233
1,0,1,1,1,1,2,10049235
0,0,3,2,0,1,1,10049237
1,1,2,2,1,1,3,10049242
1,0,1,1,1,2,1,10049243
0,0,2,2,0,0,2,10049245
2,1,3,3,0,0,2,10049247
0,0,1,1,0,0,2,10049250
1,0,2,3,0,2,3,10049251
1,0,1,3,0,2,1,10049255
1,1,1,2,1,2,2,10049262
1,0,3,3,1,0,2,10049263
0,0,1,3,0,0,2,10049269
1,1,1,1,1,2,2,10049272
1,1,1,2,1,2,1,10049275
2,0,3,3,0,2,4,10049277
1,0,1,2,0,1,4,10049279
2,1,3,3,1,2,1,10049281
1,1,3,3,1,1,4,10049288
1,0,4,3,1,2,3,10049292
1,0,4,3,0,2,3,10049295
0,0,1,1,0,0,3,10049296
2,1,3,3,1,2,3,10049298
1,1,1,1,1,1,2,10049305
1,1,3,3,0,1,2,10049306
2,1,1,2,1,3,1,10049309
1,0,3,2,0,2,3,10049310
1,0,3,2,0,1,3,10049313
0,1,3,2,1,0,1,10049315
2,0,1,3,0,3,3,10049316
1,0,3,3,0,2,3,10049318
0,0,2,2,0,0,2,10049319
1,0,2,2,1,2,1,10049321
2,1,1,2,1,3,1,10049325
2,1,3,3,0,2,3,10049332
1,1,3,3,1,2,1,10049333
1,1,3,3,1,1,3,10049334
1,0,3,3,1,2,1,10049339
1,1,1,1,0,2,3,10049343
1,1,3,3,1,2,2,10049346
2,0,3,3,1,0,1,10049348
2,1,1,1,1,1,3,10049350
1,1,3,3,1,2,3,10049354
1,0,3,3,1,0,2,10049355
0,0,1,1,0,0,2,10049364
1,0,3,3,1,0,2,10049365
1,0,3,2,1,1,4,10049370
1,1,2,2,1,1,4,10049371
0,0,3,3,0,0,2,10049372
1,0,1,1,0,2,2,10049376
1,0,3,3,0,2,2,10049383
0,1,3,3,0,0,1,10049385
1,1,1,2,1,2,1,10049386
0,0,1,1,0,0,2,10049388
1,0,1,1,0,2,1,10049390
1,0,3,3,1,1,3,10049392
1,1,1,3,0,0,2,10049394
0,0,3,3,0,0,2,10049399
0,1,1,3,0,0,1,10049408
1,1,3,3,0,1,3,10049410
1,1,3,3,1,1,2,10049412
1,1,1,2,1,2,1,10049414
1,1,2,3,0,1,3,10049415
1,1,3,3,1,2,3,10049416
0,0,2,2,0,0,2,10049417
0,0,2,2,0,0,2,10049418
1,0,3,3,1,1,4,10049422
1,1,3,3,1,0,2,10049423
2,1,3,3,1,0,2,10049426
1,1,2,2,1,2,2,10049427
0,0,3,3,0,0,2,10049428
1,1,2,2,1,1,1,10049429
1,1,4,3,1,2,3,10049431
2,1,3,3,1,0,2,10049432
1,0,2,2,1,1,4,10049435
1,0,3,3,1,2,3,10049436
1,0,4,3,1,0,2,10049438
1,1,3,3,1,1,2,10049444
1,0,2,2,0,2,1,10049454
0,0,1,3,0,0,2,10049455
1,1,4,3,1,2,4,10049462
1,0,2,2,1,2,2,10049463
1,1,3,3,1,1,3,10049467
1,0,3,3,1,1,1,10049469
1,0,1,3,1,2,3,10049471
1,1,2,3,1,2,2,10049473
1,1,2,2,1,2,4,10049475
1,1,4,3,1,2,4,10049479
1,0,3,3,0,0,1,10049481
1,0,3,3,1,0,3,10049482
2,1,3,3,1,0,4,10049489
1,1,1,1,1,2,1,10049490
1,0,3,3,1,2,2,10049496
2,0,3,2,0,0,2,10049498
0,0,2,2,1,2,2,10049499
1,0,3,3,0,2,2,10049500
1,0,3,3,1,0,3,10049501
1,1,3,3,0,2,3,10049502
1,1,2,3,1,2,2,10049504
1,1,2,2,1,2,3,10049505
1,1,3,3,1,2,4,10049506
1,0,4,3,0,2,3,10049509
0,0,1,1,0,0,2,10049513
1,0,1,1,0,2,2,10049514
1,1,2,2,1,1,3,10049515
1,1,2,3,1,2,1,10049518
1,0,3,3,1,2,4,10049520
2,0,4,3,1,0,4,10049521
1,0,2,2,0,2,2,10049525
1,0,3,3,1,1,2,10049532
2,0,4,2,0,3,2,10049533
0,1,1,2,0,0,1,10049538
1,1,2,3,0,2,2,10049539
0,0,1,1,0,0,2,10049540
1,1,2,2,1,1,2,10049543
0,0,2,2,0,0,2,10049544
1,0,1,1,1,2,3,10049545
2,1,2,3,0,3,1,10049548
1,0,3,3,1,0,2,10049551
1,1,2,3,1,2,1,10049553
1,0,3,3,0,0,1,10049555
1,1,2,2,1,2,2,10049557
2,1,3,3,1,0,2,10049558
0,1,1,2,0,0,2,10049563
0,0,2,3,0,0,1,10049564
1,1,2,3,1,1,3,10049567
0,1,2,3,0,0,1,10049571
1,1,1,1,1,0,1,10049572
1,0,4,3,0,2,3,10049579
1,0,3,2,1,3,1,10049583
1,0,1,1,0,1,2,10049584
1,1,4,3,1,1,2,10049585
1,0,1,1,0,2,2,10049586
1,0,3,3,1,2,2,10049587
1,0,3,3,0,2,2,10049590
2,0,3,3,1,1,3,10049596
0,0,1,1,0,0,2,10049597
1,0,3,3,0,2,3,10049601
0,0,1,3,0,0,2,10049605
1,0,2,3,1,2,3,10049606
0,0,1,1,0,0,2,10049607
1,0,1,1,0,2,1,10049608
1,1,3,3,1,2,1,10049609
2,1,3,3,1,3,1,10049611
0,1,2,1,0,0,3,10049612
1,1,1,2,1,2,1,10049614
0,0,1,2,0,0,1,10049615
0,0,1,2,0,1,3,10049616
1,1,3,3,1,1,2,10049618
2,0,3,3,0,3,1,10049619
1,1,2,3,1,2,2,10049621
0,1,2,3,0,0,3,10049622
1,0,3,3,0,0,1,10049623
1,1,3,3,1,1,3,10049629
1,0,3,3,1,1,2,10049630
2,1,2,2,1,3,1,10049632
0,0,2,2,0,0,3,10049635
1,1,3,3,1,2,4,10049640
1,1,3,3,1,2,4,10049641
1,0,3,3,0,2,1,10049646
1,0,2,2,0,2,2,10049647
1,0,1,2,0,2,1,10049649
1,1,2,2,1,1,3,10049650
0,0,1,1,0,0,2,10049652
2,0,2,3,0,3,2,10049655
0,0,1,1,0,0,1,10049659
1,1,2,3,0,2,3,10049660
1,1,2,2,0,0,2,10049663
1,1,1,3,0,1,3,10049665
0,0,3,3,0,0,2,10049667
0,0,1,1,0,0,1,10049671
1,0,2,3,0,2,1,10049675
1,0,4,3,0,0,2,10049679
2,0,3,3,0,3,2,10049680
1,0,3,3,0,2,3,10049682
2,1,3,3,1,1,3,10049684
1,1,1,3,1,1,2,10049686
1,1,2,3,1,1,2,10049687
0,0,3,2,0,0,4,10049688
1,1,3,3,1,1,2,10049689
1,0,4,3,1,1,4,10049693
1,1,1,3,1,2,3,10049698
1,1,2,3,1,1,3,10049702
0,0,1,3,0,0,1,10049708
0,1,4,3,0,0,2,10049711
1,1,4,3,1,2,1,10049714
1,1,3,3,1,2,4,10049716
1,1,4,3,1,1,2,10049719
0,0,2,3,0,0,1,10049720
1,1,3,3,1,2,3,10049721
0,0,3,2,0,0,2,10049722
0,0,1,1,0,0,2,10049725
1,1,2,3,1,2,1,10049726
1,0,4,2,1,2,4,10049729
1,1,3,3,1,1,2,10049734
1,0,3,3,0,2,3,10049740
1,1,4,3,1,2,3,10049742
1,1,3,3,1,1,3,10049744
2,1,2,2,1,1,2,10049745
1,1,3,3,1,2,1,10049746
1,0,3,3,0,2,2,10049748
0,0,3,3,0,0,1,10049749
2,0,3,3,1,3,2,10049753
0,1,1,2,0,0,2,10049757
1,1,3,3,1,1,3,10049758
1,1,3,3,1,0,2,10049766
1,0,1,1,1,1,2,10049772
1,0,2,3,0,2,1,10049773
1,1,3,1,1,1,3,10049774
2,1,3,3,1,0,2,10049778
1,0,3,3,0,1,2,10049781
1,0,3,3,0,2,2,10049782
1,1,2,2,0,1,3,10049785
1,0,2,3,0,1,3,10049788
2,1,3,3,0,2,3,10049789
0,1,3,3,0,2,3,10049792
1,1,2,2,1,2,3,10049794
1,1,1,2,0,2,4,10049795
1,1,3,3,1,0,2,10049798
2,0,1,3,0,3,3,10049800
1,0,3,2,0,0,2,10049803
1,1,1,1,0,2,2,10049806
1,0,2,1,0,2,2,10049809
1,1,3,3,1,0,3,10049811
1,0,3,3,0,2,1,10049812
2,0,1,1,0,0,3,10049818
1,1,1,2,1,2,1,10049821
1,0,3,3,0,2,1,10049823
0,0,1,2,0,0,2,10049826
1,1,3,3,1,2,1,10049830
1,0,3,3,1,2,4,10049831
0,0,4,3,0,0,3,10049832
1,0,3,3,1,1,3,10049839
2,0,1,2,0,3,4,10049840
0,0,3,2,0,0,2,10049841
1,1,3,3,1,2,1,10049842
1,0,3,3,0,0,2,10049845
1,0,1,3,0,1,4,10049848
2,0,2,3,0,2,3,10049849
1,1,3,3,1,2,1,10049850
0,0,1,2,0,0,3,10049851
0,1,1,3,0,0,2,10049853
0,0,1,1,0,0,1,10049862
0,0,2,2,0,0,1,10049870
0,0,2,1,0,0,2,10049872
1,0,1,2,0,2,2,10049873
1,0,3,3,0,2,2,10049876
1,1,1,2,1,1,3,10049877
1,1,2,2,1,2,3,10049878
1,1,2,2,1,1,1,10049882
0,0,2,2,0,0,4,10049883
1,1,3,3,1,1,2,10049886
1,1,3,3,1,0,2,10049893
1,1,3,3,0,1,2,10049894
1,1,3,3,0,2,2,10049896
0,0,1,1,0,0,2,10049897
1,1,3,3,0,1,3,10049900
1,1,3,3,0,1,2,10049906
0,0,1,1,0,0,3,10049908
1,0,4,3,1,2,3,10049912
1,0,1,2,1,1,3,10049913
1,0,4,3,0,2,4,10049915
0,0,3,2,0,0,2,10049918
1,1,3,3,1,0,2,10049919
1,1,1,1,1,2,4,10049926
0,0,2,3,0,0,1,10049932
1,1,4,3,1,2,2,10049934
0,0,1,2,0,0,3,10049936
1,0,3,3,0,2,2,10049937
0,0,3,3,0,0,2,10049939
0,0,1,1,0,0,2,10049944
1,1,3,3,1,1,3,10049945
0,0,1,1,0,2,1,10049946
0,0,1,1,0,0,1,10049947
2,0,3,3,0,0,3,10049948
2,0,2,2,1,1,3,10049950
2,0,1,3,0,3,2,10049959
0,0,2,2,0,0,3,10049960
0,0,2,2,0,2,2,10049961
0,0,1,2,0,0,2,10049964
1,1,3,2,0,2,1,10049970
1,0,1,3,1,2,3,10049973
2,1,4,3,0,0,2,10049974
0,0,2,2,0,0,1,10049975
0,0,1,3,0,0,2,10049976
0,0,3,3,0,0,2,10049982
0,0,1,1,0,0,2,10049983
1,1,1,3,0,1,3,10049987
1,1,2,3,1,1,3,10049988
2,0,2,3,1,0,2,10049995
1,0,3,3,0,1,1,10049996
1,1,3,3,1,2,1,10049997
1,0,3,3,0,2,2,10050002
2,1,3,3,0,2,3,10050003
1,1,3,3,1,1,2,10050004
1,1,4,3,0,2,2,10050006
1,1,3,3,1,0,1,10050008
1,0,1,1,0,1,2,10050009
2,0,3,3,1,1,3,10050010
1,0,3,2,0,1,1,10050016
1,1,1,3,1,2,1,10050024
1,1,1,1,1,1,3,10050029
0,1,3,3,0,0,2,10050031
0,1,4,3,0,2,3,10050035
1,0,4,3,0,2,4,10050037
1,1,3,2,1,1,4,10050043
1,1,1,1,0,2,2,10050047
1,1,3,3,1,0,2,10050048
1,1,1,2,0,2,2,10050051
1,1,2,3,1,2,3,10050053
1,0,3,3,1,1,3,10050055
1,0,2,3,1,0,3,10050060
0,0,1,3,0,0,2,10050061
2,0,3,3,0,2,2,10050062
0,0,1,2,0,0,1,10050065
1,0,2,3,1,0,2,10050069
1,1,2,3,1,1,2,10050071
1,0,3,3,0,2,2,10050072
1,0,2,3,1,0,2,10050073
1,1,1,1,1,2,4,10050077
2,0,1,3,1,3,2,10050081
1,0,3,3,0,2,2,10050087
1,1,3,3,1,1,3,10050089
2,1,3,3,1,0,2,10050099
0,0,1,1,0,0,2,10050101
1,0,1,2,0,2,2,10050111
1,1,3,3,0,2,2,10050114
1,0,3,3,0,1,2,10050116
2,0,3,3,0,0,2,10050117
1,0,4,3,1,1,3,10050120
1,0,3,3,1,1,3,10050121
1,0,3,3,0,2,2,10050123
1,1,2,2,1,0,2,10050126
1,0,2,2,0,2,3,10050130
1,0,2,3,0,2,3,10050132
1,0,2,2,0,2,2,10050135
1,1,2,2,1,1,3,10050137
1,1,1,1,1,2,2,10050142
0,0,1,1,0,0,1,10050145
0,1,3,3,0,1,2,10050147
1,0,1,3,1,2,3,10050150
1,0,3,3,0,2,2,10050152
1,1,3,3,1,2,3,10050156
2,1,1,3,1,3,3,10050157
